"","Team","Season","Player1","Player2","Arch1","Arch2","Lebron1","Lebron2","WinsAdded1","WinsAdded2","MPG1","MPG2","PM0","PM1","PM2","PM3","ActM0","ActM1","ActM2","ActM3","Stack/Stagger","SuggM0","suggM1","SuggM2","SuggM3","SuggProp","ActualProp","DiffProp","Stack","GamesPlayed","ActM0_PerGame","ActM1_PerGame","ActM2_PerGame","ActM3_PerGame","ActSum","max_m0","ActM0_Prop","NewArch1","NewArch2","Double_Arch","NewDouble_Arch","NewSugg0","NewSugg1","NewSugg2","NewSugg3","StackSugg0","StackSugg1","StackSugg2","StackSugg3","StaggerSugg0","StaggerSugg1","StaggerSugg2","StaggerSugg3","suggM0_Prop","FinalStack","FinalCompStack","RealGameScore","SuggGameScore","GameImprovement","StackGameScore","StackImprovement","StaggerGameScore","StaggerImprovement","Diff_M0_PerGame","Diff_M1_PerGame","Diff_M2_PerGame","Diff_M3_PerGame","NDA_factor"
"1","PHO",2018,"Alex Len","Marquese Chriss","Roll + Cut Big","Stretch Big",0.39,-0.52,2.5,1.8,20.1833333333333,21.1166666666667,-10.99,-8.81,-7.18,-12.6,703,910,966,301,-7.6,0,26.8,27.8,-6.6,0,0.138263665594855,-0.138263665594855,FALSE,60,11.7166666666667,15.1666666666667,16.1,5.01666666666667,48,26.88,0.435887896825397,"Off_Ball_Big","Off_Ball_Big","Roll + Cut Big Stretch Big","Off_Ball_Big Off_Ball_Big",6.7,20.18,21.12,0,26.88,0,0.94,20.18,6.7,20.18,21.12,0,0.249255952380952,FALSE,FALSE,-9.19151041666667,-7.34483333333333,1.84667708333333,-11.5922583333333,-2.40074791666667,-8.39709166666667,0.79441875,-5.01666666666667,5.01333333333333,5.02,-5.01666666666667,"Off_Ball_Big Off_Ball_Big"
"2","WAS",2022,"Daniel Gafford","Deni Avdija","Roll + Cut Big","Stationary Shooter",1.44,0.44,3.6,3.6,19.9401611047181,23.6409666283084,-5.26,-5.05,3.48,-9.18,956,808,1076,636,-12.87,0,23.8,27.9,-3.7,0,0.252380952380952,-0.252380952380952,FALSE,72.4166666666667,13.2013808975834,11.1576524741082,14.8584579976985,8.7825086306099,48,24.36,0.541928608275182,"Off_Ball_Big","Off Ball","Roll + Cut Big Stationary Shooter","Off Ball Off_Ball_Big",4.42,19.94,23.64,0,24.36,0,3.7,19.94,4.42,19.94,23.64,0,0.181444991789819,FALSE,FALSE,-3.22294591484465,0.226416666666667,3.44936258151132,-6.214725,-2.99177908515535,-0.8683125,2.35463341484465,-8.78138089758343,8.78234752589183,8.7815420023015,-8.7825086306099,"Off Ball Off_Ball_Big"
"3","NYK",2019,"Mitchell Robinson","Noah Vonleh","Roll + Cut Big","Versatile Big",1.66,-0.2,3.6,2.4,18.7726550079491,25.1446740858506,-14.63,-6.1,-5.42,-4.19,494,704,1038,280,-7.3,0,22.7,27.4,-2.1,0.0444602948169282,0.138476755687438,-0.09401646087051,FALSE,52.4166666666667,9.42448330683625,13.4308426073132,19.8028616852146,5.34181240063593,48,22.86,0.412269610972714,"Off_Ball_Big","On_Ball_Big","Roll + Cut Big Versatile Big","Off_Ball_Big On_Ball_Big",5.95,16.91,23.28,1.87,22.86,0,6.37,18.78,4.08,18.78,25.15,0,0.260279965004374,FALSE,FALSE,-7.28170906200318,-5.79539583333333,1.48631322866985,-9.32615416666667,-2.04444510466349,-6.47002916666667,0.811679895336514,-3.47448330683625,3.4791573926868,3.47713831478537,-3.47181240063593,"Off_Ball_Big On_Ball_Big"
"4","DET",2020,"Christian Wood","Derrick Rose","Stretch Big","Slasher",2.67,-0.3,4.4,1.7,19.14949583516,25.8623410784744,-5.01,5.02,-6.36,2.73,669,383,702,527,-0.939999999999999,0,22,26.6,-0.600000000000001,0.286,0.326923076923077,-0.040923076923077,FALSE,47.5208333333333,14.0780359491451,8.05962297238053,14.7724682156949,11.0898728627795,48,22.14,0.635864315679544,"Off_Ball_Big","On Ball","Slasher Stretch Big","Off_Ball_Big On Ball",13,9.14,15.85,10.01,22.14,0,6.71,19.15,2.99,19.15,25.86,0,0.587172538392051,TRUE,FALSE,-1.95310828583954,-1.25779166666667,0.695316619172877,-2.11078125,-0.157672964160456,-1.73576041666667,0.217347869172877,-1.07803594914511,1.08037702761947,1.07753178430513,-1.07987286277948,"Off_Ball_Big On Ball"
"5","LAL",2016,"Brandon Bass","Lou Williams","Roll + Cut Big","Secondary Ball Handler",0.81,-0.34,2.8,2.5,19.8709677419355,28.3182795698925,-12.61,2.35,-14.25,-4.48,752,392,883,763,-5.19,0,19.5,27.7,0.800000000000001,0.167110680552192,0.374386653581943,-0.207275973029751,FALSE,58.125,12.9376344086022,6.74408602150538,15.1913978494624,13.1268817204301,48,19.68,0.657400122388321,"Off_Ball_Big","On Ball","Roll + Cut Big Secondary Ball Handler","Off_Ball_Big On Ball",6.71,12.97,21.42,6.9,19.68,0,8.45,19.87,0,19.68,28.13,0.19,0.340955284552846,FALSE,FALSE,-8.80376702508961,-7.34341666666667,1.46035035842294,-9.53322708333333,-0.729460058243728,-7.40532708333333,1.39843994175627,-6.22763440860215,6.22591397849462,6.22860215053764,-6.22688172043011,"Off_Ball_Big On Ball"
"6","ATL",2019,"John Collins","Alex Len","Roll + Cut Big","Stretch Big",0.42,0.13,3.3,2.5,29.7041156840934,18.4560622914349,-12.75,-2.52,-5.38,0.23,405,1255,623,414,-4.62,0,27.9,18,2.1,0.165819414185427,0.180628272251309,-0.0148088580658817,FALSE,56.1875,7.20800889877642,22.3359288097887,11.0878754171301,7.36818687430478,48,18.3,0.3938802676927,"Off_Ball_Big","Off_Ball_Big","Roll + Cut Big Stretch Big","Off_Ball_Big Off_Ball_Big",6.69,22.85,11.61,6.85,18.3,11.24,0,18.46,0,29.54,18.3,0.16,0.365573770491803,FALSE,FALSE,-4.29472376714868,-3.4721875,0.822536267148684,-5.36258333333333,-1.06785956618465,-3.60120833333333,0.69351543381535,-0.518008898776418,0.514071190211347,0.522124582869855,-0.518186874304783,"Off_Ball_Big Off_Ball_Big"
"7","LAL",2017,"DAngelo Russell","Larry Nance Jr","Secondary Ball Handler","Roll + Cut Big",-0.18,0.28,2.6,2.5,29.3164556962025,22.7631103074141,-9.85,-6.44,4.54,-15.96,232,931,629,420,-23.91,0,25.1,19.3,3.6,0.096651926721415,0.212121212121212,-0.115469285399797,FALSE,46.0833333333333,5.03435804701627,20.2025316455696,13.6491862567812,9.11392405063291,48,18.68,0.269505248769608,"On Ball","Off_Ball_Big","Roll + Cut Big Secondary Ball Handler","Off_Ball_Big On Ball",0.51,24.73,18.17,4.59,18.68,6.56,0,22.76,0,25.24,18.68,4.08,0.0273019271948608,FALSE,FALSE,-5.48299276672694,-2.739125,2.74386776672694,-12.281125,-6.79813223327306,-2.97615,2.50684276672694,-4.52435804701627,4.52746835443038,4.52081374321881,-4.52392405063291,"Off_Ball_Big On Ball"
"8","DAL",2019,"Luka Doncic","Dwight Powell","Shot Creator","Stretch Big",1.63,1.79,6.1,4.5,32.0146386093321,20.9624885635865,-2.07,-3.36,3.94,-2.4,347,1500,745,687,-5.05,0,26.4,15.8,5.8,0.262267746545974,0.23431105047749,0.0279566960684845,FALSE,68.3125,5.07959743824337,21.9579139981702,10.9057639524245,10.0567246111619,48,15.99,0.317673385756308,"On Ball","Off_Ball_Big","Shot Creator Stretch Big","Off_Ball_Big On Ball",6.03,21.01,9.96,11.01,15.99,11.05,0,20.97,0,27.04,15.99,4.98,0.377110694183865,FALSE,TRUE,-1.36376639219274,-0.841083333333334,0.522683058859408,-2.51156875,-1.14780235780726,-0.8292875,0.534478892192741,0.950402561756634,-0.947913998170172,-0.945763952424519,0.95327538883806,"Off_Ball_Big On Ball"
"9","CHO",2020,"Devonte Graham","Cody Martin","Secondary Ball Handler","Movement Shooter",0.12,0.03,3.6,1.4,34.5436632333184,18.0349305866547,-16.05,-10.16,1.26,-3.37,304,1090,322,517,-10.52,0,29.2,12.9,5.9,0.191976427923844,0.268014515292898,-0.0760380873690538,FALSE,46.5208333333333,6.53470667263771,23.4303627407076,6.92163009404389,11.1133004926108,48,13.46,0.485490837491657,"On Ball","Off Ball","Movement Shooter Secondary Ball Handler","Off Ball On Ball",3.89,26.08,9.57,8.47,13.46,16.51,0,18.04,0,29.97,13.46,4.58,0.289004457652303,FALSE,FALSE,-7.74302283922974,-6.25627083333333,1.48675200589641,-9.2618625,-1.51883966077026,-6.31187916666667,1.43114367256307,-2.64470667263771,2.64963725929243,2.64836990595611,-2.64330049261084,"Off Ball On Ball"
"10","CHI",2018,"Justin Holiday","Bobby Portis","Movement Shooter","Stretch Big",0.49,0.07,4.2,2.6,30.5225933202358,21.7681728880157,-23.06,-8.35,-5.78,2.5,255,1414,857,528,-6.43,0,25.5,16.5,6,0.234127920698607,0.188638799571275,0.045489121127332,FALSE,63.625,4.00785854616896,22.2239685658153,13.4695481335953,8.29862475442043,48,17.48,0.22928252552454,"Off Ball","Off_Ball_Big","Movement Shooter Stretch Big","Off Ball Off_Ball_Big",5.63,20.6,11.85,9.92,17.48,8.75,0,21.77,0,26.23,17.48,4.29,0.3220823798627,FALSE,TRUE,-6.98122462344466,-6.1103125,0.870912123444662,-8.78596458333333,-1.80473995988867,-6.44437291666667,0.536851706777996,1.62214145383104,-1.62396856581532,-1.61954813359529,1.62137524557957,"Off Ball Off_Ball_Big"
"11","SAS",2013,"Tim Duncan","Tiago Splitter","Post Scorer","Post Scorer",4.71,2.87,9.8,7,29.7966101694915,23.7239709443099,-7.55,8.9,6.84,13.33,439,1232,814,819,-9.96,0,23.3,17.9,6.8,0.232044198895028,0.28586387434555,-0.0538196754505221,FALSE,68.8333333333333,6.37772397094431,17.8983050847458,11.8256658595642,11.8983050847458,48,18.2,0.350424394007929,"On_Ball_Big","On_Ball_Big","Post Scorer Post Scorer","On_Ball_Big On_Ball_Big",4.56,19.72,13.64,10.08,18.2,6.08,0,23.72,0,24.28,18.2,5.52,0.250549450549451,FALSE,FALSE,7.30489709443099,8.759375,1.45447790556901,4.85186666666667,-2.45303042776433,8.62836666666667,1.32346957223567,-1.81772397094431,1.82169491525423,1.81433414043584,-1.81830508474576,"On_Ball_Big On_Ball_Big"
"12","MEM",2020,"Jonas Valanciunas","Jaren Jackson Jr","Post Scorer","Stretch Big",1.78,0.66,5,3.2,25.6971560338201,28.3720215219062,-0.86,3.19,-0.61,-5.1,401,663,808,730,-8.54,0,19.5,21.6,6.9,0.26037296037296,0.331667423898228,-0.0712944635252677,FALSE,54.2083333333333,7.39738662567256,12.2305918524212,14.9054573405073,13.4665641813989,48,19.63,0.376840887706193,"On_Ball_Big","Off_Ball_Big","Post Scorer Stretch Big","Off_Ball_Big On_Ball_Big",5.1,14.53,17.2,11.17,19.63,0,2.67,25.7,0,19.63,22.3,6.07,0.259806418746816,FALSE,FALSE,-0.939957724827056,0.2883125,1.22827022482706,-3.11626041666667,-2.17630269183961,0.37624375,1.31620147482706,-2.29738662567256,2.29940814757879,2.2945426594927,-2.29656418139892,"Off_Ball_Big On_Ball_Big"
"13","GSW",2012,"Dorell Wright","Stephen Curry","Stationary Shooter","Shot Creator",0.43,2.91,3,2.6,27.2370311252993,28.0415003990423,-5.52,-11.28,16.29,-0.8,328,193,214,518,-11.33,0,19.8,21,7.2,0.263831732967535,0.56,-0.296168267032465,FALSE,26.1041666666667,12.5650438946528,7.39345570630487,8.19792498004789,19.8435754189944,48,19.96,0.629511217166976,"Off Ball","On Ball","Shot Creator Stationary Shooter","Off Ball On Ball",4.26,15.7,16.5,11.54,19.96,0,0.8,27.24,0,19.96,20.76,7.28,0.213426853707415,FALSE,FALSE,-0.730997605746209,2.353875,3.08487260574621,-2.4779,-1.74690239425379,2.23349166666667,2.96448927241288,-8.30504389465283,8.30654429369513,8.30207501995211,-8.30357541899441,"Off Ball On Ball"
"14","DEN",2011,"Nene","JR Smith","Post Scorer","Shot Creator",3.46,1.13,8.9,4.6,30.4420687662525,24.492343253395,-3.62,6.07,3.1,9.52,250,1445,1016,750,-3.27,0,23.1,17.5,7.4,0.405578300921187,0.233572095920274,0.172006205000913,FALSE,72.1041666666667,3.46720600982375,20.0404507367813,14.0907252239237,10.4016180294713,48,17.56,0.197449089397708,"On_Ball_Big","On Ball","Post Scorer Shot Creator","On Ball On_Ball_Big",8.92,14.59,8.64,15.85,17.56,5.95,0,24.49,0,23.51,17.56,6.93,0.507972665148064,TRUE,TRUE,5.2458104594048,5.5190625,0.273252040595204,4.28529375,-0.960516709404795,5.48156875,0.235758290595204,5.45279399017625,-5.45045073678127,-5.45072522392372,5.44838197052875,"On Ball On_Ball_Big"
"15","DET",2018,"Andre Drummond","Anthony Tolliver","Roll + Cut Big","Movement Shooter",1.9,0.2,7.4,2.9,33.7390344827586,21.888,-3.48,-1.76,2.46,-1.11,347,1625,730,923,-5.29,0,25.8,14.3,7.9,0.311409712399811,0.281574130567419,0.0298355818323923,FALSE,75.5208333333333,4.59475862068966,21.5172413793103,9.66620689655172,12.2217931034483,48,14.26,0.322213087004885,"Off_Ball_Big","Off Ball","Movement Shooter Roll + Cut Big","Off Ball Off_Ball_Big",5.58,20.53,8.68,13.21,14.26,11.85,0,21.89,0,26.11,14.26,7.63,0.391304347826087,FALSE,TRUE,-0.909321379310345,-0.3958125,0.513508879310345,-1.97455625,-1.06523487068965,-0.402985416666667,0.506335962643678,0.985241379310344,-0.987241379310344,-0.986206896551725,0.988206896551723,"Off Ball Off_Ball_Big"
"16","MIN",2019,"KarlAnthony Towns","Tyus Jones","Versatile Big","Primary Ball Handler",3.79,0.58,10.2,3,32.8918032786885,22.552131147541,-14.94,-1.11,2.82,-0.93,398,1219,562,871,-17.58,0,25.1,14.9,8,0.224111282843895,0.32843137254902,-0.104320089705125,FALSE,63.5416666666667,6.26360655737705,19.184262295082,8.84459016393443,13.7075409836066,48,15.11,0.414533855551095,"On_Ball_Big","On Ball","Primary Ball Handler Versatile Big","On Ball On_Ball_Big",2.71,22.74,12.4,10.15,15.11,10.34,0,22.55,0,25.45,15.11,7.44,0.179351422898743,FALSE,FALSE,-2.13914754098361,0.1399375,2.27908504098361,-5.37900625,-3.23985870901639,0.15503125,2.29417879098361,-3.55360655737705,3.55573770491803,3.55540983606557,-3.55754098360656,"On Ball On_Ball_Big"
"17","SAC",2020,"Richaun Holmes","Nemanja Bjelica","Roll + Cut Big","Stretch Big",2.63,0.74,4.1,4.1,27.8840037418148,25.8409728718428,-9.04,2.96,-8.07,-0.12,472,515,424,727,-4.05,0,20.1,19.8,8.1,0.327731092436975,0.436374549819928,-0.108643457382953,FALSE,44.5416666666667,10.5968194574369,11.5622076707203,9.51917680074836,16.3217960710945,48,20.12,0.526680887546564,"Off_Ball_Big","Off_Ball_Big","Roll + Cut Big Stretch Big","Off_Ball_Big Off_Ball_Big",7.54,14.62,12.58,13.26,20.12,2.04,0,25.84,0,22.16,20.12,5.72,0.374751491053678,FALSE,FALSE,-2.92394761459308,-2.109625,0.814322614593078,-3.72806666666667,-0.804119052073588,-2.03044166666667,0.893505947926411,-3.05681945743686,3.0577923292797,3.06082319925164,-3.06179607109448,"Off_Ball_Big Off_Ball_Big"
"18","SAC",2012,"Jason Thompson","DeMarcus Cousins","Post Scorer","Post Scorer",1.79,1.17,4.6,4.6,25.8004018754186,29.9316811788346,-12.12,-5.11,-8.63,-1.8,587,537,794,1068,-0.179999999999998,0,17.5,22.1,8.4,0.490505482749398,0.445185493955815,0.0453199887935833,FALSE,62.2083333333333,9.43603482920295,8.63228399196249,12.7635632953784,17.1681178834561,48,18.07,0.522193405047202,"On_Ball_Big","On_Ball_Big","Post Scorer Post Scorer","On_Ball_Big On_Ball_Big",10.61,7.46,11.59,18.34,18.07,0,4.13,25.8,0,18.07,22.2,7.73,0.58716104039845,TRUE,TRUE,-6.24016409912927,-6.15141666666667,0.0887474324626023,-6.27271458333333,-0.032550484204064,-6.20495208333333,0.0352120157959348,1.17396517079705,-1.17228399196249,-1.17356329537843,1.17188211654387,"On_Ball_Big On_Ball_Big"
"19","BRK",2019,"DAngelo Russell","Jarrett Allen","Secondary Ball Handler","Roll + Cut Big",1.62,1.33,6.4,5.1,29.8068535825545,25.8566978193146,0.21,7.82,1.75,-4.09,934,843,526,1549,-13.45,0,21.8,17.8,8.4,0.258195794709473,0.53084304318026,-0.272647248470787,FALSE,80.25,11.6386292834891,10.5046728971963,6.55451713395639,19.3021806853583,48,18.19,0.639836684084062,"On Ball","Off_Ball_Big","Roll + Cut Big Secondary Ball Handler","Off_Ball_Big On Ball",3.76,18.38,14.43,11.42,18.19,3.95,0,25.85,0,22.14,18.19,7.66,0.206706981858164,FALSE,FALSE,0.356565420560748,3.48479166666667,3.12822624610592,-1.47953333333333,-1.83609875389408,3.61745625,3.26089082943925,-7.8786292834891,7.87532710280374,7.87548286604361,-7.88218068535826,"Off_Ball_Big On Ball"
"20","DEN",2016,"Nikola Jokic","Danilo Gallinari","Post Scorer","Shot Creator",4.41,1.75,7.8,5,19.3322528363047,34.3273905996759,-13.2,12.57,-4.96,-0.95,422,281,1052,713,-21.76,0,13.3,26.3,8.4,0.174950733523101,0.348484848484849,-0.173534114961748,FALSE,51.4166666666667,8.20745542949757,5.46515397082658,20.4602917341977,13.8670988654781,48,13.67,0.600399080431424,"On_Ball_Big","On Ball","Post Scorer Shot Creator","On Ball On_Ball_Big",2.33,11.34,26.34,7.99,13.67,0,15,19.33,0,13.67,28.67,5.66,0.170446232626189,FALSE,FALSE,-3.21454619124797,0.599020833333332,3.81356702458131,-5.69182291666667,-2.47727672541869,0.50524375,3.71978994124797,-5.87745542949757,5.87484602917342,5.87970826580227,-5.87709886547812,"On Ball On_Ball_Big"
"21","TOR",2011,"Amir Johnson","Jose Calderon","Roll + Cut Big","Primary Ball Handler",2.21,1.4,5.6,5.3,25.1931931931932,31.1351351351351,-11.51,-3.46,-7.96,-2.84,768,285,656,1288,-2.93,0,17.1,22.3,8.6,0.431875953228266,0.577837595334231,-0.145961642105964,FALSE,62.4375,12.3003003003003,4.56456456456456,10.5065065065065,20.6286286286286,48,16.86,0.729555177953754,"Off_Ball_Big","On Ball","Primary Ball Handler Roll + Cut Big","Off_Ball_Big On Ball",8.66,8.2,14.15,16.99,16.86,0,5.95,25.19,0,16.86,22.81,8.33,0.513641755634638,TRUE,FALSE,-6.24139472806139,-5.43954166666667,0.801853061394727,-6.52000416666667,-0.278609438605272,-5.49084166666667,0.750553061394727,-3.6403003003003,3.63543543543543,3.64349349349349,-3.63862862862863,"Off_Ball_Big On Ball"
"22","MIA",2018,"Josh Richardson","Kelly Olynyk","Movement Shooter","Stretch Big",0.73,1.6,5.5,4.7,32.9142857142857,23.0373626373626,-6.55,-2.94,3.83,6.68,513,1380,631,1116,-0.76,0,24.6,14.8,8.6,0.429483903934594,0.356891589382795,0.0725923145517987,FALSE,75.8333333333333,6.76483516483517,18.1978021978022,8.32087912087912,14.7164835164835,48,15.09,0.448299215694842,"Off Ball","Off_Ball_Big","Movement Shooter Stretch Big","Off Ball Off_Ball_Big",8.86,16.1,6.23,16.81,15.09,9.87,0,23.04,0,24.96,15.09,7.95,0.587143803843605,TRUE,TRUE,0.674247252747253,0.871,0.196752747252747,0.54270625,-0.131541002747253,0.78163125,0.107383997252747,2.09516483516483,-2.0978021978022,-2.09087912087912,2.09351648351648,"Off Ball Off_Ball_Big"
"23","WAS",2012,"John Wall","Kevin Seraphin","Shot Creator","Post Scorer",0.76,0.16,4.9,1.9,35.6366289675301,20.5939438161255,-12.04,-8.77,3.77,-3.06,360,1205,346,830,-10.1,0,27.4,11.8,8.8,0.272747849705749,0.348593028139437,-0.075845178433688,FALSE,57.1041666666667,6.30426851514046,21.101787668734,6.05910251732944,14.5348412987961,48,12.36,0.510054086985474,"On Ball","On_Ball_Big","Post Scorer Shot Creator","On Ball On_Ball_Big",3.82,23.59,8.54,12.05,12.36,15.05,0,20.59,0,27.41,12.36,8.23,0.309061488673139,FALSE,FALSE,-5.88749726377235,-4.64041666666667,1.24708059710568,-7.16267291666667,-1.27517565289432,-4.56192291666667,1.32557434710568,-2.48426851514046,2.48821233126596,2.48089748267056,-2.48484129879606,"On Ball On_Ball_Big"
"24","PHI",2017,"Robert Covington","Joel Embiid","Movement Shooter","Post Scorer",1.78,3.97,5.8,3.3,30.8995873452545,25.0894085281981,-17.6,-8.78,3.65,4.19,281,413,237,523,-8.28,0,22.6,16.4,9,0.300278680910358,0.445865302642796,-0.145586621732439,FALSE,30.2916666666667,9.27647867950481,13.6341127922971,7.82393397524072,17.2654745529574,48,17.1,0.542484133304375,"Off Ball","On_Ball_Big","Movement Shooter Post Scorer","Off Ball On_Ball_Big",4.94,17.97,12.16,12.93,17.1,5.81,0,25.09,0,22.91,17.1,7.99,0.288888888888889,FALSE,FALSE,-3.79320495185695,-2.10120833333333,1.69199661852361,-5.14259791666667,-1.34939296480972,-2.19284791666667,1.60035703519028,-4.33647867950481,4.33588720770289,4.33606602475929,-4.33547455295736,"Off Ball On_Ball_Big"
"25","DAL",2013,"Vince Carter","Dirk Nowitzki","Secondary Ball Handler","Post Scorer",2.91,2.34,7.4,5.2,26.3800869221652,31.0075069142631,-15.93,3.66,-4.27,9.18,193,703,947,688,-6.14,0,16.7,22.2,9.1,0.357379375591296,0.294268605645851,0.063110769945445,FALSE,52.7291666666667,3.66021335440537,13.3322797313315,17.9596997234295,13.0478071908337,48,16.99,0.215433393431747,"On Ball","On_Ball_Big","Post Scorer Secondary Ball Handler","On Ball On_Ball_Big",5.72,11.27,15.9,15.11,16.99,0,4.63,26.38,0,16.99,21.62,9.39,0.336668628605062,FALSE,TRUE,0.699581193204267,1.038875,0.339293806795734,-1.00525833333333,-1.7048395265376,1.16804583333333,0.468464640129067,2.05978664559463,-2.06227973133149,-2.05969972342948,2.06219280916634,"On Ball On_Ball_Big"
"26","MIA",2015,"Hassan Whiteside","Luol Deng","Post Scorer","Shot Creator",3.35,0.17,4.4,4,23.3036750483559,34.3752417794971,-19.4,2.97,4.22,-1.9,393,194,671,810,-28.49,0,14.4,24.2,9.4,0.225148683092608,0.483582089552239,-0.25843340645963,FALSE,43.0833333333333,9.12185686653772,4.50290135396518,15.5744680851064,18.8007736943907,48,13.62,0.669739858042417,"On_Ball_Big","On Ball","Post Scorer Shot Creator","On Ball On_Ball_Big",0.92,12.7,23.78,10.6,13.62,0,11.08,23.3,0,13.62,24.7,9.68,0.0675477239353891,FALSE,FALSE,-2.78307543520309,2.6465,5.42957543520309,-5.452925,-2.6698495647969,2.6311125,5.41418793520309,-8.20185686653772,8.19709864603482,8.20553191489362,-8.20077369439071,"On Ball On_Ball_Big"
"27","MIL",2014,"Giannis Antetokounmpo","Brandon Knight","Athletic Finisher","Primary Ball Handler",-0.38,-0.85,2.4,2.3,24.7152552375332,33.3549719681322,-22.58,0.07,-9.96,-8.19,373,661,1271,1084,-20.88,0,14.7,23.4,9.9,0.275422798155063,0.359416445623342,-0.0839936474682796,FALSE,70.6041666666667,5.28297432871053,9.36205370315727,18.0017704337563,15.3532015343759,48,14.65,0.360612582164542,"Off Ball","On Ball","Athletic Finisher Primary Ball Handler","Off Ball On Ball",2.47,12.18,20.81,12.54,14.65,0,8.63,24.72,0,14.65,23.28,10.07,0.168600682593857,FALSE,FALSE,-8.82655355562113,-6.52325,2.30330355562113,-12.9001791666667,-4.07362561104554,-6.52742916666667,2.29912438895446,-2.81297432871053,2.81794629684273,2.80822956624373,-2.81320153437592,"Off Ball On Ball"
"28","ORL",2017,"Elfrid Payton","Aaron Gordon","Slasher","Athletic Finisher",0.47,0.3,4.5,4,29.3836998706339,28.5391979301423,-19.23,-3.26,-5.67,-1.24,773,794,726,1572,-11.54,0,19.3,18.6,10.1,0.318461188254041,0.508408796895213,-0.189947608641173,FALSE,80.5208333333333,9.6,9.8608020698577,9.01630012936611,19.5228978007762,48,18.62,0.515574650912997,"On Ball","Off Ball","Athletic Finisher Slasher","Off Ball On Ball",4.07,15.39,14.55,13.99,18.62,0.84,0,28.54,0,19.46,18.62,9.92,0.218582169709989,FALSE,FALSE,-6.08510478654593,-3.76883333333333,2.31627145321259,-8.25397083333333,-2.16886604678741,-3.7774125,2.30769228654593,-5.53,5.5291979301423,5.53369987063389,-5.5328978007762,"Off Ball On Ball"
"29","MIA",2019,"Hassan Whiteside","Josh Richardson","Post Scorer","Primary Ball Handler",3.37,0.43,6.3,4.6,23.8153846153846,34.8,-8.41,-0.8,1.8,0.31,530,328,1042,1220,-9.1,0,13.2,24.7,10.1,0.336220651926145,0.471042471042471,-0.134821819116326,FALSE,65,8.15384615384615,5.04615384615385,16.0307692307692,18.7692307692308,48,13.2,0.617715617715618,"On_Ball_Big","On Ball","Post Scorer Primary Ball Handler","On Ball On_Ball_Big",4.13,9.07,20.05,14.75,13.2,0,10.98,23.82,0,13.2,24.18,10.62,0.312878787878788,FALSE,FALSE,-0.790352564102564,0.771479166666667,1.56183173076923,-1.7471625,-0.956809935897436,0.7553375,1.54569006410256,-4.02384615384615,4.02384615384615,4.01923076923077,-4.01923076923077,"On Ball On_Ball_Big"
"30","MIL",2017,"Giannis Antetokounmpo","Greg Monroe","Shot Creator","Post Scorer",4.5,1.14,12.8,4.2,35.3737214791503,22.3320220298977,-8.27,-0.82,2.48,4.08,370,1669,633,1141,-5.85,0,25.5,12.4,10.1,0.340143951706524,0.331397037467325,0.00874691423919927,FALSE,79.4375,4.65774980330449,21.0102281667978,7.96852871754524,14.3634933123525,48,12.63,0.36878462417296,"On Ball","On_Ball_Big","Post Scorer Shot Creator","On Ball On_Ball_Big",4.94,20.73,7.69,14.65,12.63,13.04,0,22.34,0,25.67,12.63,9.71,0.391132224861441,FALSE,TRUE,0.471188040912667,1.06354166666667,0.592353625753999,-0.499910416666667,-0.971098457579334,1.03937083333333,0.568182792420666,0.282250196695515,-0.280228166797798,-0.27852871754524,0.286506687647522,"On Ball On_Ball_Big"
"31","SAS",2014,"Tim Duncan","Kawhi Leonard","Post Scorer","Shot Creator",3.25,3.83,8.1,7.9,28.7334488734835,28.9663778162912,11.76,11.09,12.18,9.14,816,328,342,1399,-2.37,0,18.9,18.8,10.3,0.53579984029811,0.676172063798937,-0.140372223500827,FALSE,60.1041666666667,13.5764298093588,5.45719237435009,5.69012131715771,23.2762564991334,48,19.03,0.713422480786062,"On_Ball_Big","On Ball","Post Scorer Shot Creator","On Ball On_Ball_Big",10.43,8.6,8.84,20.13,19.03,0,0.24,28.73,0,19.03,19.27,9.7,0.548081975827641,TRUE,FALSE,10.4631195840555,11.0984791666667,0.635359582611205,10.1939208333333,-0.269198750722126,11.1335270833333,0.670407499277873,-3.14642980935875,3.14280762564991,3.14987868284229,-3.14625649913345,"On Ball On_Ball_Big"
"32","BOS",2014,"Jared Sullinger","Avery Bradley","Post Scorer","Secondary Ball Handler",0.18,-0.71,3.4,2,27.3767019667171,30.6807866868381,-10.35,2.28,-9.18,-1.28,480,474,656,1034,-4.73,0,17.1,20.4,10.5,0.398025523717794,0.477818853974122,-0.0797933302563276,FALSE,55.0833333333333,8.71406959152799,8.60514372163389,11.9092284417549,18.7715582450832,48,17.32,0.503121800896535,"On_Ball_Big","On Ball","Post Scorer Secondary Ball Handler","On Ball On_Ball_Big",6.47,10.85,14.15,16.53,17.32,0,3.3,27.38,0,17.32,20.62,10.06,0.373556581986143,FALSE,FALSE,-4.24844175491679,-3.36925,0.879191754916793,-5.09588333333333,-0.84744157841654,-3.38914166666667,0.859300088250126,-2.24406959152799,2.24485627836611,2.24077155824508,-2.2415582450832,"On Ball On_Ball_Big"
