"","Team","Season","Player1","Player2","Arch1","Arch2","Lebron1","Lebron2","WinsAdded1","WinsAdded2","MPG1","MPG2","PM0","PM1","PM2","PM3","ActM0","ActM1","ActM2","ActM3","Stack/Stagger","SuggM0","suggM1","SuggM2","SuggM3","SuggProp","ActualProp","DiffProp","Stack","GamesPlayed","ActM0_PerGame","ActM1_PerGame","ActM2_PerGame","ActM3_PerGame","ActSum","max_m0","ActM0_Prop","NewArch1","NewArch2","Double_Arch","NewDouble_Arch","NewSugg0","NewSugg1","NewSugg2","NewSugg3","StackSugg0","StackSugg1","StackSugg2","StackSugg3","StaggerSugg0","StaggerSugg1","StaggerSugg2","StaggerSugg3","suggM0_Prop","FinalStack","FinalCompStack","RealGameScore","SuggGameScore","GameImprovement","StackGameScore","StackImprovement","StaggerGameScore","StaggerImprovement","Diff_M0_PerGame","Diff_M1_PerGame","Diff_M2_PerGame","Diff_M3_PerGame","NDA_factor"
"71","DET",2011,"Rodney Stuckey","Tayshaun Prince","Shot Creator","Shot Creator",0.54,-0.26,4.2,3.5,30.4836923076923,31.9163076923077,-10.83,0.79,-5.38,-2.47,562,527,624,1537,-8.71,0,15.2,16.8,16,0.440110777752135,0.571800595238095,-0.13168981748596,FALSE,67.7083333333333,8.30030769230769,7.78338461538462,9.216,22.7003076923077,48,16.08,0.516188289322618,"On Ball","On Ball","Shot Creator Shot Creator","On Ball On Ball",4.67,11.41,12.85,19.07,16.08,0,1.44,30.48,0,16.08,17.52,14.4,0.290422885572139,FALSE,FALSE,-3.94573538461538,-2.45616666666667,1.48956871794872,-5.3579,-1.41216461538462,-2.44005,1.50568538461538,-3.63030769230769,3.62661538461538,3.634,-3.63030769230769,"On Ball On Ball"
"72","UTA",2020,"Rudy Gobert","Joe Ingles","Roll + Cut Big","Movement Shooter",3.98,1.1,9.6,4.9,34.1414634146341,30.0878048780488,-14.8,2.36,-0.42,8.25,362,862,585,1471,-8.49,0,18.3,13.7,16,0.471477663230241,0.504112405757368,-0.0326347425271275,FALSE,68.3333333333333,5.29756097560976,12.6146341463415,8.5609756097561,21.5268292682927,48,13.86,0.382219406609651,"Off_Ball_Big","Off Ball","Movement Shooter Roll + Cut Big","Off Ball Off_Ball_Big",4.35,13.56,9.51,20.58,13.86,4.05,0,30.09,0,17.91,13.86,16.23,0.313852813852814,FALSE,FALSE,2.61182012195122,3.529875,0.91805487804878,1.09734375,-1.51447637195122,3.54883125,0.937011128048781,-0.947560975609757,0.945365853658537,0.949024390243901,-0.946829268292685,"Off Ball Off_Ball_Big"
"73","WAS",2019,"Bradley Beal","Tomas Satoransky","Primary Ball Handler","Primary Ball Handler",2.09,0.15,8.8,3.6,36.3053199691596,26.6954510408635,-8.21,-3.48,-3.28,-0.56,387,1340,561,1603,-2.01,0,20.9,11.1,16,0.514911014911015,0.457477168949772,0.0574338459612433,FALSE,81.0625,4.77409406322282,16.5304548959136,6.92058596761758,19.774865073246,48,11.69,0.408391280001952,"On Ball","On Ball","Primary Ball Handler Primary Ball Handler","On Ball On Ball",6.41,14.89,5.28,21.41,11.69,9.61,0,26.69,0,21.3,11.69,15,0.548331907613345,TRUE,TRUE,-2.71864045232588,-2.46041666666667,0.258223785659214,-3.00758541666667,-0.288944964340786,-2.51806666666667,0.200573785659214,1.63590593677718,-1.64045489591365,-1.64058596761758,1.63513492675405,"On Ball On Ball"
"74","PHO",2021,"Chris Paul","Mikal Bridges","Shot Creator","Stationary Shooter",3.53,1.78,8.4,6.3,31.0496912672743,32.5598353425463,1.37,6.38,7.42,6.73,609,485,592,1715,-5.7,0,15.4,16.6,16,0.496705882352941,0.614255014326648,-0.117549131973706,FALSE,70.8541666666667,8.59511908262276,6.84504557483093,8.35518965010291,24.2046456924434,48,15.44,0.556678697061059,"On Ball","Off Ball","Shot Creator Stationary Shooter","Off Ball On Ball",5.5,9.94,11.45,21.11,15.44,0,1.51,31.05,0,15.44,16.95,15.61,0.356217616580311,FALSE,FALSE,5.84040576301088,6.85633333333333,1.01592757032246,5.02757291666667,-0.812832846344211,6.86107291666667,1.02066715365579,-3.09511908262276,3.09495442516907,3.09481034989709,-3.0946456924434,"Off Ball On Ball"
"75","GSW",2015,"Stephen Curry","Draymond Green","Primary Ball Handler","Stretch Big",6.8,4.06,15.6,10.7,31.5465587044534,32.5570850202429,-6.16,14.47,6.79,17.6,882,310,388,2125,-9.82,0,16.5,15.3,16.2,0.467261904761905,0.752745306411619,-0.285483401649714,FALSE,77.1875,11.4267206477733,4.01619433198381,5.02672064777328,27.5303643724696,48,15.44,0.740072580814332,"On Ball","Off_Ball_Big","Primary Ball Handler Stretch Big","Off_Ball_Big On Ball",4.31,11.13,12.14,20.41,15.44,0,1.01,31.54,0,15.44,16.45,16.1,0.279145077720207,FALSE,FALSE,10.5498245614035,13.078375,2.52855043859649,9.72607291666667,-0.823751644736841,12.8848395833333,2.33501502192983,-7.11672064777328,7.1138056680162,7.11327935222672,-7.12036437246963,"Off_Ball_Big On Ball"
"76","LAC",2018,"DeAndre Jordan","Lou Williams","Roll + Cut Big","Primary Ball Handler",0.71,0.32,4.9,4.5,31.7121169524881,32.4138318807984,2.81,0.42,4.84,-2.56,235,920,972,1430,-5.01,0,15.2,16.5,16.3,0.527506549178376,0.43046357615894,0.0970429730194353,FALSE,74.1041666666667,3.1712116952488,12.4149564239528,13.1166713522631,19.2971605285353,48,15.59,0.203413194050597,"Off_Ball_Big","On Ball","Primary Ball Handler Roll + Cut Big","Off_Ball_Big On Ball",6.02,9.57,10.27,22.15,15.59,0,0.7,31.72,0,15.59,16.29,16.13,0.386144964720975,FALSE,TRUE,0.587694686533595,0.927416666666667,0.339721980133072,-0.708485416666667,-1.29618010320026,0.918720833333333,0.331026146799738,2.84878830475119,-2.84495642395277,-2.84667135226314,2.85283947146472,"Off_Ball_Big On Ball"
"77","DEN",2020,"Nikola Jokic","Jamal Murray","Post Scorer","Primary Ball Handler",4.19,1.13,9.9,4.4,30.9038797623209,31.9272981475009,-3.98,0.62,3.06,6.25,735,223,284,1619,-1.41,0,15.7,16,16.3,0.603215105894361,0.761523988711195,-0.158308882816834,FALSE,59.6041666666667,12.3313526738902,3.74134917860888,4.76476756378888,27.162530583712,48,16.07,0.767352375475436,"On_Ball_Big","On Ball","Post Scorer Primary Ball Handler","On Ball On_Ball_Big",8.81,7.26,8.29,23.64,16.07,0,1.03,30.9,0,16.07,17.1,14.83,0.548226509023024,TRUE,FALSE,2.866392869626,3.3451875,0.478794630373995,2.75662916666667,-0.109763702959338,3.22868541666667,0.362292547040662,-3.52135267389025,3.51865082139112,3.52523243621111,-3.52253058371199,"On Ball On_Ball_Big"
"78","DEN",2018,"Nikola Jokic","Jamal Murray","Versatile Big","Primary Ball Handler",4.83,0.67,11.5,5.1,32.2364092556454,31.7145246724282,-6.88,6.82,-7.19,6.17,720,497,458,1912,-0.34,0,16.3,15.4,16.3,0.650322580645161,0.666899197767701,-0.0165766171225402,FALSE,74.7291666666667,9.63479230554781,6.65068302202398,6.1287984388068,25.5857262336214,48,15.76,0.611344689438313,"On_Ball_Big","On Ball","Primary Ball Handler Versatile Big","On Ball On_Ball_Big",9.25,7.04,6.51,25.2,15.76,0.53,0,31.71,0,16.29,15.76,15.95,0.586928934010152,TRUE,FALSE,1.93475327571787,2.10439583333333,0.169642557615463,1.89242708333333,-0.0423261923845368,2.00406041666667,0.0693071409487958,-0.38479230554781,0.389316977976025,0.381201561193198,-0.385726233621408,"On Ball On_Ball_Big"
"79","CHO",2016,"Kemba Walker","Marvin Williams","Primary Ball Handler","Stretch Big",2.55,1.49,9.5,6,35.2784516129032,28.6637419354839,-6.22,3.89,10.96,3.8,693,868,334,1980,-17.27,0,19.1,12.4,16.5,0.413038674033149,0.622250157133878,-0.209211483100729,FALSE,80.7291666666667,8.58425806451613,10.752,4.13729032258064,24.5264516129032,48,12.72,0.674863055386488,"On Ball","Off_Ball_Big","Primary Ball Handler Stretch Big","Off_Ball_Big On Ball",2.75,16.59,9.97,18.69,12.72,6.62,0,28.66,0,19.34,12.72,15.94,0.216194968553459,FALSE,FALSE,2.64534193548387,5.68547916666667,3.0401372311828,1.1571125,-1.48822943548387,5.7336625,3.08832056451613,-5.83425806451613,5.838,5.83270967741936,-5.83645161290322,"Off_Ball_Big On Ball"
"80","PHO",2019,"Devin Booker","Mikal Bridges","Shot Creator","Movement Shooter",-0.11,-0.43,3.3,3,34.6407766990291,29.0485436893204,-18.51,-9.76,-6.68,-5.92,295,925,565,1305,-7.99,0,18.5,13,16.5,0.461785632315814,0.46690518783542,-0.00511955551960674,FALSE,64.375,4.58252427184466,14.368932038835,8.77669902912621,20.2718446601942,48,13.36,0.343003313760828,"On Ball","Off Ball","Movement Shooter Shot Creator","Off Ball On Ball",4.43,14.52,8.93,20.12,13.36,5.59,0,29.05,0,18.95,13.36,15.69,0.331586826347305,FALSE,FALSE,-8.41043689320388,-7.60583333333333,0.804603559870552,-9.87141666666667,-1.46097977346278,-7.64753333333333,0.762903559870552,-0.15252427184466,0.151067961165047,0.153300970873786,-0.151844660194175,"Off Ball On Ball"
"81","PHI",2010,"Andre Iguodala","Samuel Dalembert","Shot Creator","Post Scorer",1.08,0.9,7.3,4.6,38.6932592779601,25.7389548093916,-4.35,-3.87,-2.2,-5.08,573,1264,195,1929,-3.36,0,22.1,9.1,16.8,0.501864801864802,0.569362455726092,-0.0674976538612903,FALSE,82.5208333333333,6.94370108558445,15.317344105024,2.36303963645544,23.3759151729361,48,9.31,0.745832554842583,"On Ball","On_Ball_Big","Post Scorer Shot Creator","On Ball On_Ball_Big",5.1,17.16,4.21,21.53,9.31,12.95,0,25.74,0,22.26,9.31,16.43,0.547798066595059,TRUE,FALSE,-4.44649078515526,-3.97689583333333,0.469594951821932,-4.6119625,-0.165471714844736,-3.9602625,0.486228285155264,-1.84370108558445,1.84265589497602,1.84696036354456,-1.84591517293613,"On Ball On_Ball_Big"
"82","MIL",2013,"Larry Sanders","Monta Ellis","Roll + Cut Big","Primary Ball Handler",2.58,0.74,6.4,6.3,27.0514983997672,37.3302298516148,-4.47,-0.21,-3.38,0.8,526,238,974,1699,-0.0800000000000001,0,10.5,20.7,16.8,0.542405366554863,0.583648230848506,-0.0412428642936422,FALSE,71.6041666666667,7.34594122781495,3.32382892057026,13.6025603724178,23.727669479197,48,10.67,0.688466844218834,"Off_Ball_Big","On Ball","Primary Ball Handler Roll + Cut Big","Off_Ball_Big On Ball",6.26,4.41,14.69,22.64,10.67,0,10.28,27.05,0,10.67,20.95,16.38,0.586691658856607,TRUE,FALSE,-1.2610183299389,-1.2235625,0.0374558299389003,-1.26669375,-0.00567542006109956,-1.24891041666667,0.0121079132722335,-1.08594122781495,1.08617107942974,1.08743962758219,-1.08766947919697,"Off_Ball_Big On Ball"
"83","ATL",2016,"Paul Millsap","Al Horford","Post Scorer","Roll + Cut Big",3.15,2.12,9.8,7.9,32.4287901990812,31.7549770290965,2.22,3.44,4.61,3.4,312,1014,959,1633,-2.43,0,15.9,15.3,16.8,0.626045097542437,0.4528563505269,0.173188747015538,FALSE,81.625,3.82235834609495,12.4226646248086,11.7488514548239,20.0061255742726,48,15.57,0.245495076820485,"On_Ball_Big","Off_Ball_Big","Post Scorer Roll + Cut Big","Off_Ball_Big On_Ball_Big",8.53,7.72,7.04,24.71,15.57,0.68,0,31.75,0,16.25,15.57,16.18,0.547848426461143,TRUE,TRUE,3.61255487493619,3.7989375,0.186382625063808,3.01780416666667,-0.594750708269525,3.80603541666667,0.193480541730475,4.70764165390505,-4.70266462480858,-4.70885145482389,4.70387442572741,"Off_Ball_Big On_Ball_Big"
"84","DET",2022,"Jerami Grant","Saddiq Bey","Shot Creator","Movement Shooter",0.33,-1.14,2.6,2.2,31.7040951122853,32.7397622192867,-8.06,2.62,-9.7,-10.02,421,301,350,1199,-11,0,15,16.1,16.9,0.463215258855586,0.648108108108108,-0.184892849252522,FALSE,47.3125,8.89828269484808,6.36195508586526,7.39762219286658,25.3421400264201,48,15.26,0.583111578954658,"On Ball","Off Ball","Movement Shooter Shot Creator","Off Ball On Ball",3.96,11.3,12.34,20.4,15.26,0,1.04,31.7,0,15.26,16.3,16.44,0.259501965923984,FALSE,FALSE,-7.93202113606341,-5.96266666666667,1.96935446939674,-9.38995,-1.45792886393659,-5.89286666666667,2.03915446939674,-4.93828269484808,4.93804491413474,4.94237780713342,-4.94214002642008,"Off Ball On Ball"
"85","ATL",2015,"Paul Millsap","Kyle Korver","Roll + Cut Big","Off Screen Shooter",3.91,1.97,10,7,32.5972305839855,32.5827814569536,-8.43,2.81,10.98,9.99,502,565,564,1691,-12.23,0,15.8,15.3,16.9,0.474327075322325,0.599645390070922,-0.125318314748597,FALSE,69.2083333333333,7.25346177001806,8.1637567730283,8.14930764599639,24.4334738109573,48,15.4,0.471004011040134,"Off_Ball_Big","Off Ball","Off Screen Shooter Roll + Cut Big","Off Ball Off_Ball_Big",3.79,11.63,11.61,20.97,15.4,0.02,0,32.58,0,15.42,15.4,17.18,0.246103896103896,FALSE,FALSE,6.1534015653221,7.94214583333333,1.78874426801124,4.07725833333333,-2.07614323198876,8.00105,1.8476484346779,-3.46346177001806,3.4662432269717,3.46069235400361,-3.46347381095726,"Off Ball Off_Ball_Big"
"86","ORL",2019,"Nikola Vucevic","Aaron Gordon","Post Scorer","Shot Creator",4.36,0.98,11,5.8,31.288985823337,33.618320610687,-8.77,2.2,-3.5,4.61,463,636,814,1755,-2.86,0,14.2,16.6,17.2,0.6178963110668,0.547581903276131,0.0703144077906686,FALSE,76.4166666666667,6.05888767720829,8.32279171210469,10.6521264994547,22.9661941112323,48,14.38,0.421341284924081,"On_Ball_Big","On Ball","Post Scorer Shot Creator","On Ball On_Ball_Big",7.88,6.5,8.83,24.79,14.38,0,2.33,31.29,0,14.38,16.71,16.91,0.54798331015299,TRUE,TRUE,0.703446019629226,1.09233333333333,0.388887313704107,0.207902083333333,-0.495543936295893,1.06471041666667,0.361264397037441,1.82111232279171,-1.82279171210469,-1.82212649945474,1.82380588876772,"On Ball On_Ball_Big"
"87","UTA",2015,"Gordon Hayward","Derrick Favors","Secondary Ball Handler","Post Scorer",2.83,2.67,9.1,7.7,34.3285714285714,30.8857142857143,-4.33,-0.1,-0.85,1.92,615,583,342,1820,-1.46,0,17.2,13.6,17.2,0.631223417563172,0.663023679417122,-0.0318002618539496,FALSE,70,8.78571428571429,8.32857142857143,4.88571428571429,26,48,13.67,0.642700386665273,"On Ball","On_Ball_Big","Post Scorer Secondary Ball Handler","On Ball On_Ball_Big",8.02,9.09,5.65,25.23,13.67,3.44,0,30.88,0,17.11,13.67,17.21,0.586686174103877,TRUE,FALSE,0.143586309523809,0.411333333333333,0.267747023809524,-0.00511458333333348,-0.148700892857143,0.41068125,0.267094940476191,-0.765714285714287,0.761428571428571,0.764285714285714,-0.77,"On Ball On_Ball_Big"
"88","MIL",2021,"Giannis Antetokounmpo","Jrue Holiday","Slasher","Shot Creator",5.55,3.18,10.1,6.8,32.3189585028478,32.279902359642,-4.47,5.66,2.65,10.49,322,483,481,1172,-2.29,0,15.7,15,17.3,0.639177873636133,0.548689138576779,0.090488735059354,FALSE,51.2083333333333,6.28803905614321,9.43205858421481,9.39300244100895,22.886899918633,48,15.68,0.401022898988725,"On Ball","On Ball","Shot Creator Slasher","On Ball On Ball",8.59,7.13,7.09,25.19,15.68,0.04,0,32.28,0,15.72,15.68,16.6,0.547831632653061,TRUE,TRUE,6.04693653376729,6.4601875,0.41325096623271,5.59904166666667,-0.447894867100623,6.34710833333333,0.300171799566043,2.30196094385679,-2.30205858421481,-2.30300244100895,2.30310008136697,"On Ball On Ball"
"89","DAL",2020,"Luka Doncic","Kristaps Porzingis","Shot Creator","Versatile Big",4.63,3.76,9.2,7.2,33.1338582677165,30.992125984252,5.75,6.2,7.34,4.53,386,424,322,1154,-3.26,0,16.2,14.4,17.4,0.593540372670808,0.607368421052632,-0.0138280483818241,FALSE,47.625,8.10498687664042,8.90288713910761,6.76115485564304,24.2309711286089,48,14.87,0.545056279531972,"On Ball","On_Ball_Big","Shot Creator Versatile Big","On Ball On_Ball_Big",7.76,9.25,7.11,23.89,14.87,2.14,0,31,0,17.01,14.87,16.13,0.521856086079354,TRUE,FALSE,5.44155730533683,5.936625,0.495067694663167,4.98334375,-0.458213555336832,5.99326458333333,0.5517072779965,-0.344986876640419,0.347112860892388,0.348845144356956,-0.340971128608924,"On Ball On_Ball_Big"
"90","ORL",2010,"Dwight Howard","Vince Carter","Post Scorer","Primary Ball Handler",5.66,2.3,14.9,7.2,34.8063175394846,30.7231920199501,-4.66,8.77,8.03,11.71,542,757,450,1860,-9.75,0,17.2,13.3,17.5,0.48965674016822,0.606455820019563,-0.116799079851343,FALSE,75.1875,7.20864505403159,10.0681629260183,5.98503740648379,24.7381546134663,48,13.19,0.546523506749931,"On_Ball_Big","On Ball","Post Scorer Primary Ball Handler","On Ball On_Ball_Big",4.01,13.27,9.18,21.54,13.19,4.09,0,30.72,0,17.28,13.19,17.53,0.304018195602729,FALSE,FALSE,8.1760238293156,9.63683333333333,1.46080950401773,6.96114791666667,-1.21487591264893,9.64036666666667,1.46434283735107,-3.19864505403159,3.20183707398171,3.19496259351621,-3.19815461346634,"On Ball On_Ball_Big"
"91","ATL",2014,"Paul Millsap","DeMarre Carroll","Post Scorer","Athletic Finisher",2.43,1.34,7.9,5.8,33.2411635908664,31.9349390053175,-9.27,2.37,3.22,4.46,516,554,467,1660,-10.4,0,15.9,14.5,17.6,0.484627647460715,0.61917195076464,-0.134544303303925,FALSE,66.6041666666667,7.74726305911792,8.31779793556459,7.01157335001564,24.9233656553018,48,14.76,0.52488232107845,"On_Ball_Big","Off Ball","Athletic Finisher Post Scorer","Off Ball On_Ball_Big",4.1,11.97,10.66,21.28,14.76,1.31,0,31.94,0,16.07,14.76,17.18,0.277777777777778,FALSE,FALSE,1.7006568658117,3.39310416666667,1.69244730085497,0.181914583333334,-1.51874228247836,3.37991458333333,1.67925771752164,-3.64726305911792,3.65220206443541,3.64842664998436,-3.64336565530184,"Off Ball On_Ball_Big"
"92","MEM",2015,"Marc Gasol","Zach Randolph","Post Scorer","Post Scorer",3.53,2.37,10.6,7.3,32.784222737819,32.0742459396752,0.74,1.48,13.85,5.35,665,479,428,1876,-9.24,0,15.5,14.8,17.7,0.487844036697248,0.674092705713259,-0.186248669016011,FALSE,71.8333333333333,9.25754060324826,6.66821345707657,5.95823665893271,26.1160092807425,48,15.22,0.608248397059675,"On_Ball_Big","On_Ball_Big","Post Scorer Post Scorer","On_Ball_Big On_Ball_Big",4.41,11.52,10.81,21.27,15.22,0.71,0,32.08,0,15.93,15.22,16.86,0.289750328515112,FALSE,FALSE,4.97837006960557,6.72114583333333,1.74277576372776,3.83211666666667,-1.1462534029389,6.76196666666667,1.7835965970611,-4.84754060324826,4.85178654292343,4.85176334106729,-4.84600928074246,"On_Ball_Big On_Ball_Big"
"93","SAS",2017,"Kawhi Leonard","LaMarcus Aldridge","Shot Creator","Post Scorer",6.15,1.66,13.6,6.2,33.1499074645281,32.2911782850093,3.95,18.76,1.22,6.69,727,334,276,1905,-9.34,0,15.6,14.6,17.8,0.49885478699038,0.757455268389662,-0.258600481399282,FALSE,67.5416666666667,10.7637260950031,4.94509561998766,4.08636644046885,28.2048118445404,48,14.85,0.724830040067548,"On Ball","On_Ball_Big","Post Scorer Shot Creator","On Ball On_Ball_Big",4.34,11.37,10.51,21.78,14.85,0.86,0,32.29,0,15.71,14.85,17.44,0.292255892255892,FALSE,FALSE,6.85338062924121,8.94895833333334,2.09557770409213,6.05856666666667,-0.794813962574542,8.94812916666667,2.09474853742546,-6.42372609500308,6.42490438001234,6.42363355953115,-6.4248118445404,"On Ball On_Ball_Big"
"94","MIL",2022,"Giannis Antetokounmpo","Jrue Holiday","Roll + Cut Big","Shot Creator",6.54,3.32,12.3,8.1,33.0103966114748,33.1582595302272,-13.24,6.53,7.54,11.64,314,489,497,1297,-15.67,0,15.1,15.1,17.8,0.46491033872039,0.568112133158125,-0.103201794437736,FALSE,54.1041666666667,5.80361956103196,9.03812090874086,9.18598382749326,23.9722757027339,48,14.84,0.391079485244741,"Off_Ball_Big","On Ball","Roll + Cut Big Shot Creator","Off_Ball_Big On Ball",2.83,12.01,12.16,21,14.84,0,0.15,33.01,0,14.84,14.99,18.17,0.190700808625337,FALSE,FALSE,6.88497112052368,8.7426875,1.85771637947632,3.93512083333333,-2.94985028719035,8.7797625,1.89479137947632,-2.97361956103196,2.97187909125914,2.97401617250674,-2.97227570273392,"Off_Ball_Big On Ball"
"95","DEN",2021,"Nikola Jokic","Michael Porter Jr","Post Scorer","Athletic Finisher",6.83,2.89,14.3,6.5,34.331983805668,30.9797570850202,-6.85,1.95,13.13,7.52,546,505,298,1615,-14.41,0,16.7,13.4,17.9,0.461073825503356,0.667907361455749,-0.206833535952393,FALSE,61.75,8.8421052631579,8.17813765182186,4.82591093117409,26.1538461538462,48,13.67,0.64682554960921,"On_Ball_Big","Off Ball","Athletic Finisher Post Scorer","Off Ball On_Ball_Big",3.3,13.72,10.37,20.61,13.67,3.35,0,30.98,0,17.02,13.67,17.31,0.241404535479151,FALSE,FALSE,4.48791835357625,7.14822916666667,2.66031081309042,3.03880416666667,-1.44911418690958,7.14265208333333,2.65473372975708,-5.5421052631579,5.54186234817814,5.54408906882591,-5.54384615384615,"Off Ball On_Ball_Big"
"96","ORL",2015,"Elfrid Payton","Victor Oladipo","Slasher","Slasher",0.87,0.33,5.3,4.6,30.6889786497403,35.6330063473745,-10.95,-1.45,-11.04,-3.53,359,534,891,1682,-1.99,0,12.3,17.6,18.1,0.608927704997574,0.541358223366592,0.0675694816309825,FALSE,72.2083333333333,4.97172533179458,7.39526832083093,12.3392960184651,23.2937103289094,48,12.37,0.401917973467629,"On Ball","On Ball","Slasher Slasher","On Ball On Ball",6.78,5.59,10.53,25.1,12.37,0,4.94,30.69,0,12.37,17.31,18.32,0.548100242522231,TRUE,TRUE,-5.90866993652626,-5.75066666666667,0.158003269859588,-6.2151,-0.306430063473744,-5.70226041666667,0.20640951985959,1.80827466820542,-1.80526832083093,-1.80929601846509,1.80628967109059,"On Ball On Ball"
"97","TOR",2018,"Kyle Lowry","DeMar DeRozan","Primary Ball Handler","Shot Creator",3.81,3.02,10.2,9.6,31.9128777566022,33.55948815682,6.5,10.74,10.1,7.16,864,241,367,2201,-7.18,0,14.1,15.8,18.1,0.518320964749536,0.783552865788537,-0.265231901039001,FALSE,76.5208333333333,11.2910427443507,3.1494690988293,4.7960794990471,28.7634086577729,48,14.44,0.78192816789132,"On Ball","On Ball","Primary Ball Handler Shot Creator","On Ball On Ball",4.88,9.56,11.21,22.35,14.44,0,1.65,31.91,0,14.44,16.09,17.47,0.337950138504155,FALSE,FALSE,7.53340593520283,9.179375,1.64596906479717,7.0625125,-0.470893435202831,9.22249583333333,1.6890898981305,-6.41104274435067,6.41053090117071,6.4139205009529,-6.41340865777294,"On Ball On Ball"
"98","MIN",2011,"Kevin Love","Luke Ridnour","Post Scorer","Primary Ball Handler",1.86,-0.77,7.3,2.2,35.370110330993,29.7372116349047,-12.8,-6.26,-5.37,-5.36,579,559,208,1645,-6.53,0,17.6,12.2,18.2,0.503695150115474,0.682006633499171,-0.178311483383697,FALSE,62.3125,9.29187562688064,8.97091273821464,3.33801404212638,26.3991975927783,48,12.63,0.735698782809235,"On_Ball_Big","On Ball","Post Scorer Primary Ball Handler","On Ball On_Ball_Big",4.7,13.56,7.93,21.81,12.63,5.63,0,29.74,0,18.26,12.63,17.11,0.372129849564529,FALSE,FALSE,-6.96914075560013,-5.69254166666667,1.27659908893347,-7.4232125,-0.454071744399867,-5.70500625,1.26413450560013,-4.59187562688064,4.58908726178536,4.59198595787362,-4.58919759277834,"On Ball On_Ball_Big"
"99","DEN",2012,"Ty Lawson","Danilo Gallinari","Shot Creator","Secondary Ball Handler",2.24,3.57,6.6,5.4,33.9938461538461,30.7446153846154,0.64,0.91,12.8,7.47,337,364,232,1017,-5.6,0,16.6,13.2,18.2,0.519239793524167,0.630502169869808,-0.111262376345641,FALSE,40.625,8.29538461538461,8.96,5.71076923076923,25.0338461538462,48,14.01,0.592104540712678,"On Ball","On Ball","Secondary Ball Handler Shot Creator","On Ball On Ball",5.39,11.87,8.62,22.13,14.01,3.25,0,30.75,0,17.26,14.01,16.74,0.384725196288365,FALSE,FALSE,5.6992358974359,6.66708333333333,0.967847435897436,5.03388333333333,-0.665352564102564,6.66838333333333,0.969147435897437,-2.90538461538462,2.91,2.90923076923077,-2.90384615384615,"On Ball On Ball"
"100","BOS",2017,"Isaiah Thomas","Jae Crowder","Primary Ball Handler","Movement Shooter",2.84,1.56,8.8,6,33.7794533459001,32.2412818096136,-9.66,-0.6,12.78,6.38,596,449,347,1791,-15.46,0,15.6,14.2,18.2,0.469396839528155,0.692307692307692,-0.222910852779537,FALSE,66.3125,8.98774740810556,6.77097078228087,5.23279924599434,27.0084825636192,48,14.22,0.632049747405454,"On Ball","Off Ball","Movement Shooter Primary Ball Handler","Off Ball On Ball",3.07,12.69,11.15,21.09,14.22,1.54,0,32.24,0,15.76,14.22,18.02,0.215893108298172,FALSE,FALSE,3.08968897266729,6.00483333333333,2.91514436066604,1.40420833333333,-1.68548063933396,5.98423333333333,2.89454436066604,-5.91774740810556,5.91902921771913,5.91720075400566,-5.91848256361923,"Off Ball On Ball"
"101","OKC",2020,"Chris Paul","Shai GilgeousAlexander","Shot Creator","Slasher",5.15,0.55,10.7,4.6,31.3284671532847,34.7737226277372,-9.31,7.24,-3.48,6.14,267,639,875,1507,-6.93,0,13.3,16.5,18.2,0.525149976926627,0.498841443230718,0.0263085336959084,FALSE,68.5,3.8978102189781,9.32846715328467,12.7737226277372,22,48,13.23,0.29461906417068,"On Ball","On Ball","Shot Creator Slasher","On Ball On Ball",4.66,8.57,12.01,22.76,13.23,0,3.44,31.33,0,13.23,16.67,18.1,0.352229780801209,FALSE,TRUE,2.53910279805353,3.13791666666667,0.598813868613139,1.19216041666667,-1.34694238138686,3.10224166666667,0.563138868613139,0.762189781021898,-0.758467153284672,-0.763722627737227,0.760000000000002,"On Ball On Ball"
"102","DET",2014,"Andre Drummond","Brandon Jennings","Roll + Cut Big","Primary Ball Handler",2.13,0.52,7.9,5.2,32.0882584712372,34.0173364854216,-6.43,-3.7,-1.95,-4.47,464,645,798,1900,-5.25,0,13.9,15.7,18.4,0.554432165530214,0.568351779838468,-0.0139196143082544,FALSE,79.3125,5.85027580772262,8.13238770685579,10.0614657210402,23.9558707643814,48,13.98,0.418474664357841,"Off_Ball_Big","On Ball","Primary Ball Handler Roll + Cut Big","Off_Ball_Big On Ball",5.47,8.51,10.44,23.58,13.98,0,1.93,32.09,0,13.98,15.91,18.11,0.391273247496423,FALSE,FALSE,-4.05020225899658,-3.42277083333333,0.627431425663251,-4.939525,-0.889322741003416,-3.4104625,0.639739758996585,-0.380275807722616,0.377612293144209,0.37853427895981,-0.375870764381403,"Off_Ball_Big On Ball"
