PLAYER,SEASON,TEAM,OFFENSIVE ARCHETYPE,MINUTES,POS,AGE,LEBRON,O-LEBRON,D-LEBRON,WINS ADDED,BOXLEBRON,BOXOLEBRON,BOXDLEBRON
George Hill,2013-14,IND,Primary Ball Handler,"2,434",PG,27,1.38,0.67,0.71,6.1,1.42,0.2,1.21
Aaron Gordon,2017-18,ORL,Shot Creator,"1,909",PF,22,0.83,0.67,0.16,4,0.3,0.41,-0.11
Dennis Schroder,2015-16,ATL,Primary Ball Handler,"1,621",PG,22,0.6,0.67,-0.08,3.2,-0.51,0.47,-0.98
Blake Griffin,2019-20,DET,Shot Creator,512,PF,30,0,0.67,-0.67,0.8,-0.32,0.49,-0.81
Gary Harris,2015-16,DEN,Movement Shooter,"2,439",SG,21,-0.25,0.67,-0.92,3.3,-0.85,-0.22,-0.63
Jameer Nelson,2014-15,TOT,Secondary Ball Handler,"1,406",PG,32,-0.27,0.67,-0.94,1.9,-0.91,0.1,-1.01
Brook Lopez,2010-11,NJN,Post Scorer,"2,889",C,22,-0.42,0.67,-1.08,3.6,-1.28,-0.31,-0.97
Andre Iguodala,2013-14,GSW,Shot Creator,"2,040",SF,30,3.03,0.66,2.37,7.4,1.38,0.08,1.3
Jeremy Lamb,2018-19,CHO,Secondary Ball Handler,"2,250",SG,26,1.28,0.66,0.61,5.4,0.73,0.87,-0.15
Matt Barnes,2011-12,LAL,Movement Shooter,"1,440",SF,31,1.05,0.66,0.39,3.3,0.77,0.06,0.71
Bruce Brown,2020-21,BRK,Roll + Cut Big,"1,451",PG,24,1.04,0.66,0.38,3.2,0.49,0.19,0.3
Jonas Jerebko,2014-15,TOT,Stretch Big,"1,230",PF,27,0.98,0.66,0.33,2.7,-0.19,-0.25,0.06
Brandon Jennings,2009-10,MIL,Primary Ball Handler,"2,671",PG,20,0.71,0.66,0.05,5.4,1.41,0.62,0.79
Corey Brewer,2011-12,DEN,Athletic Finisher,"1,287",SF,25,0.38,0.66,-0.28,2.3,0.39,0.32,0.07
Earl Boykins,2010-11,MIL,Primary Ball Handler,862,PG,34,0.32,0.66,-0.33,1.5,0.05,0.82,-0.77
Thaddeus Young,2011-12,PHI,Post Scorer,"1,755",PF,23,0.05,0.66,-0.61,2.8,0.2,-0.01,0.21
Tristan Thompson,2014-15,CLE,Roll + Cut Big,"2,194",PF,23,-0.01,0.66,-0.67,3.4,-0.32,-0.2,-0.12
J.J. Barea,2019-20,DAL,Secondary Ball Handler,450,PG,35,-0.7,0.66,-1.35,0.5,-0.86,0.81,-1.67
Ramon Sessions,2012-13,CHA,Primary Ball Handler,"1,652",SG,26,-1.63,0.66,-2.28,0.7,-0.96,1.04,-2
Marc Gasol,2011-12,MEM,Post Scorer,"2,370",C,27,4.18,0.65,3.53,10.4,2.59,0.24,2.34
Andrei Kirilenko,2012-13,MIN,Athletic Finisher,"2,034",SF,31,2.13,0.65,1.48,6.1,1.44,0.25,1.18
Spencer Dinwiddie,2021-22,WAS/DAL,Shot Creator,"1,980",PG,29,0.44,0.65,-0.21,3.6,0.58,1.11,-0.53
Austin Rivers,2017-18,LAC,Shot Creator,"2,057",SG,25,-0.48,0.65,-1.13,2.5,-0.17,0.71,-0.88
Greivis Vasquez,2011-12,NOH,Primary Ball Handler,"1,706",PG,25,-0.54,0.65,-1.19,2,-0.98,-0.2,-0.78
Ben Simmons,2017-18,PHI,Shot Creator,"2,732",PG,21,1.82,0.64,1.19,7.6,2.77,0.92,1.85
Marvin Williams,2015-16,CHO,Stretch Big,"2,338",PF,29,1.49,0.64,0.85,6,1.98,0.86,1.13
Davis Bertans,2017-18,SAS,Movement Shooter,"1,086",PF,25,1.09,0.64,0.45,2.5,0.22,0.24,-0.03
Jimmy Butler,2011-12,CHI,Athletic Finisher,359,SG,22,0.28,0.64,-0.36,0.6,-1.19,-0.7,-0.49
Acie Law,2009-10,CHA/CHI/GSW,Shot Creator,234,PG,25,-0.07,0.64,-0.71,0.3,-0.33,0.19,-0.52
David Lee,2011-12,GSW,Post Scorer,"2,121",PF,28,-0.55,0.64,-1.2,2.4,-0.91,0.73,-1.64
Gordon Hayward,2011-12,UTA,Athletic Finisher,"2,015",SF,21,-0.62,0.64,-1.26,2.2,0.22,0.74,-0.51
Brandon Jennings,2016-17,TOT,Primary Ball Handler,"1,801",PG,27,-0.8,0.64,-1.44,1.8,-1.04,-0.06,-0.98
Draymond Green,2014-15,GSW,Stretch Big,"2,490",PF,24,4.06,0.63,3.43,10.7,3.78,0.94,2.84
Hassan Whiteside,2015-16,MIA,Post Scorer,"2,125",C,26,3.77,0.63,3.14,8.7,4.24,0.36,3.88
Patrick Patterson,2016-17,TOR,Stationary Shooter,"1,599",PF,27,1.51,0.63,0.88,4.1,-0.51,-0.47,-0.04
Devin Harris,2012-13,ATL,Secondary Ball Handler,"1,421",SG,29,1.02,0.63,0.38,3.2,0.59,0.53,0.06
Delon Wright,2018-19,TOT,Secondary Ball Handler,"1,698",PG,26,0.7,0.63,0.06,3.4,0,-0.18,0.19
Dorell Wright,2011-12,GSW,Stationary Shooter,"1,650",SF,26,0.43,0.63,-0.2,3,0.26,0.97,-0.71
Jonas Jerebko,2012-13,DET,Stretch Big,892,PF,25,0.33,0.63,-0.31,1.6,-0.45,0.08,-0.53
C.J. Watson,2012-13,BRK,Secondary Ball Handler,"1,521",PG,28,-0.25,0.63,-0.88,2.1,-0.39,0.17,-0.56
Mike Miller,2012-13,MIA,Stationary Shooter,900,SF,32,-0.28,0.63,-0.92,1.2,-0.3,0.45,-0.75
Mike Dunleavy,2009-10,IND,Off Screen Shooter,"1,486",SF,29,-0.42,0.63,-1.05,1.9,-0.78,-0.19,-0.59
John Lucas III,2012-13,TOR,Primary Ball Handler,827,PG,30,-1.23,0.63,-1.85,0.6,-0.85,0.7,-1.54
D.J. Augustin,2011-12,CHA,Shot Creator,"1,408",PG,24,-2.62,0.63,-3.25,-0.4,-1.6,0.44,-2.04
Clint Capela,2016-17,HOU,Roll + Cut Big,"1,551",C,22,1.32,0.62,0.7,3.8,1.61,0.66,0.95
Matt Barnes,2012-13,LAC,Movement Shooter,"2,058",SF,32,1.16,0.62,0.53,4.8,0.82,0.46,0.36
Julius Randle,2020-21,NYK,Versatile Big,"2,667",PF,26,1.16,0.62,0.54,6.1,2.07,1.33,0.74
Marcus Thornton,2010-11,NOH/SAC,Secondary Ball Handler,"1,776",SG,23,-0.32,0.62,-0.94,2.3,0.13,0.92,-0.79
Toney Douglas,2015-16,NOP,Primary Ball Handler,"1,262",PG,29,-0.38,0.62,-1,1.6,0.14,0.41,-0.27
Jordan Clarkson,2014-15,LAL,Primary Ball Handler,"1,476",PG,22,-1.31,0.62,-1.94,0.9,-0.61,0.69,-1.29
Steven Adams,2019-20,OKC,Post Scorer,"1,681",C,26,1.5,0.61,0.9,4.3,1.64,0.29,1.35
Ray Allen,2010-11,BOS,Off Screen Shooter,"2,890",SG,35,1.02,0.61,0.41,6.5,1.25,0.58,0.66
Tony Parker,2010-11,SAS,Primary Ball Handler,"2,528",PG,28,0.85,0.61,0.24,5.4,1.93,2,-0.06
Jimmy Butler,2012-13,CHI,Athletic Finisher,"2,134",SF,23,0.57,0.61,-0.04,4.1,-0.1,-0.12,0.01
Stephen Jackson,2009-10,CHA/GSW,Shot Creator,"3,129",SG/PF,31,0.54,0.61,-0.07,6,0.62,0.31,0.31
Victor Oladipo,2014-15,ORL,Slasher,"2,573",SG,22,0.33,0.61,-0.28,4.6,-0.63,-0.07,-0.56
Nicolas Batum,2017-18,CHO,Shot Creator,"1,981",SG,29,0.17,0.61,-0.44,3.3,0.68,0.42,0.25
Armoni Brooks,2021-22,HOU/TOR,Movement Shooter,844,SG-PG,23,-0.28,0.61,-0.89,1.1,-1.09,-0.29,-0.8
Jimmer Fredette,2013-14,TOT,Secondary Ball Handler,519,SG,24,-1.1,0.61,-1.71,0.4,-0.52,0.69,-1.2
Manu Ginobili,2014-15,SAS,Secondary Ball Handler,"1,587",SG,37,1.82,0.6,1.22,4.4,0.93,0.95,-0.02
De'Anthony Melton,2020-21,MEM,Secondary Ball Handler,"1,045",PG,22,1.57,0.6,0.97,2.7,0.29,-0.13,0.42
Deandre Ayton,2020-21,PHO,Post Scorer,"2,115",C,22,1.16,0.6,0.55,4.9,1.76,0.5,1.26
DeMarre Carroll,2017-18,BRK,Movement Shooter,"2,180",PF,31,1.11,0.6,0.51,5,-0.03,0.2,-0.24
James Harden,2009-10,OKC,Secondary Ball Handler,"1,738",SG,20,0.95,0.6,0.35,3.8,0.14,0.2,-0.06
Kenneth Faried,2014-15,DEN,Post Scorer,"2,086",PF,25,0.73,0.6,0.13,4.3,-0.04,-0.01,-0.03
Kyle Kuzma,2018-19,LAL,Movement Shooter,"2,314",PF,23,0.52,0.6,-0.07,4.4,-0.61,0.03,-0.64
Joe Harris,2020-21,BRK,Off Screen Shooter,"2,142",SF,29,0.48,0.6,-0.12,4,0.61,1.47,-0.85
Anthony Tolliver,2014-15,TOT,Movement Shooter,"1,433",PF,29,0.34,0.6,-0.26,2.5,-1.08,-0.49,-0.6
D.J. Augustin,2017-18,ORL,Primary Ball Handler,"1,760",PG,30,-0.68,0.6,-1.28,1.9,-0.98,0.52,-1.5
Nick Young,2016-17,LAL,Movement Shooter,"1,556",SG,31,-0.93,0.6,-1.53,1.4,-0.32,0.96,-1.28
Ramon Sessions,2010-11,CLE,Primary Ball Handler,"2,133",PG,24,-1.18,0.6,-1.78,1.6,-0.87,0.64,-1.51
James Johnson,2013-14,MEM,Shot Creator,956,SF,26,1.75,0.59,1.16,2.6,1.27,0.17,1.1
Nicolas Batum,2014-15,POR,Movement Shooter,"2,380",SF,26,1.09,0.59,0.5,5.5,1.54,0.26,1.28
Mike Conley,2009-10,MEM,Primary Ball Handler,"2,568",PG,22,0.2,0.59,-0.39,4.3,-0.24,0.33,-0.57
Ja Morant,2019-20,MEM,Slasher,"2,074",PG,20,-0.04,0.59,-0.63,3.1,0.15,0.85,-0.7
Kyle Korver,2010-11,CHI,Off Screen Shooter,"1,649",SG,29,-0.4,0.59,-0.99,2.1,-0.14,0.18,-0.32
D.J. Augustin,2015-16,TOT,Secondary Ball Handler,"1,178",PG,28,-0.69,0.59,-1.28,1.3,-0.45,0.55,-1
Kelly Oubre Jr.,2021-22,CHO,Stationary Shooter,"1,999",SF,26,-0.81,0.59,-1.39,2,-0.43,0.84,-1.27
Ivica Zubac,2019-20,LAC,Roll + Cut Big,"1,326",C,22,3.4,0.58,2.82,5,2.4,0.76,1.64
Chris Bosh,2011-12,MIA,Post Scorer,"2,007",PF,27,2.39,0.58,1.81,6.4,1.68,0.64,1.03
Derrick Favors,2018-19,UTA,Roll + Cut Big,"1,766",C,27,1.93,0.58,1.35,5,2.67,0.88,1.79
Fred VanVleet,2019-20,TOR,Primary Ball Handler,"1,928",SG,25,1.79,0.58,1.2,5.2,2.41,1.41,1
Mario Chalmers,2013-14,MIA,Primary Ball Handler,"2,178",PG,27,1.42,0.58,0.84,5.5,1.14,0.59,0.55
Nikola Vucevic,2020-21,ORL/CHI,Versatile Big,"2,348",C,30,1.15,0.58,0.57,5.4,2.08,1.76,0.33
Jared Sullinger,2014-15,BOS,Versatile Big,"1,566",PF,22,0.67,0.58,0.09,3.1,1.01,0.72,0.3
Jordan Hamilton,2011-12,DEN,Stationary Shooter,258,SF,21,-0.13,0.58,-0.71,0.4,-0.31,0.14,-0.45
Markus Howard,2021-22,DEN,Movement Shooter,176,SG,23,-0.64,0.58,-1.22,0.2,-0.51,0.44,-0.95
Hedo Turkoglu,2009-10,TOR,Shot Creator,"2,272",SF,30,-0.68,0.58,-1.27,2.4,0.45,0.85,-0.4
Ramon Sessions,2015-16,WAS,Slasher,"1,667",PG,29,-1.26,0.58,-1.85,1.1,-0.46,0.29,-0.76
Al Horford,2021-22,BOS,Stretch Big,"2,005",C,35,4.12,0.57,3.55,8.4,3.05,0.59,2.46
Kevin Garnett,2009-10,BOS,Post Scorer,"2,060",PF,33,2.6,0.57,2.03,6.8,1.87,0.4,1.48
Joe Ingles,2017-18,UTA,Secondary Ball Handler,"2,578",SF,30,1.92,0.57,1.36,7.3,1.72,0.54,1.18
Al Horford,2012-13,ATL,Post Scorer,"2,756",C,26,1.91,0.57,1.34,7.9,1.31,0.11,1.2
Mike Muscala,2021-22,OKC,Stretch Big,592,C,30,1.44,0.57,0.87,1.5,1.25,0.53,0.73
Jason Richardson,2011-12,ORL,Stationary Shooter,"1,591",SG,31,1.06,0.57,0.48,3.6,0.57,0.34,0.24
Caron Butler,2012-13,LAC,Stationary Shooter,"1,879",SF,32,0.24,0.57,-0.33,3.2,-0.14,0.42,-0.57
Marvin Williams,2011-12,ATL,Movement Shooter,"1,500",SF,25,0.18,0.57,-0.38,2.5,0.8,0.43,0.37
Zach LaVine,2017-18,CHI,Secondary Ball Handler,656,SG,22,-0.2,0.57,-0.77,0.9,0.57,0.62,-0.05
Jannero Pargo,2013-14,CHA,Secondary Ball Handler,242,PG,34,-0.58,0.57,-1.14,0.3,0.45,1.11,-0.66
Marcus Thornton,2013-14,TOT,Movement Shooter,"1,741",SG,26,-0.65,0.57,-1.21,1.9,-1.03,0.02,-1.06
D'Angelo Russell,2017-18,BRK,Secondary Ball Handler,"1,234",PG,21,-0.81,0.57,-1.38,1.2,-0.6,0.61,-1.21
Bam Adebayo,2021-22,MIA,Post Scorer,"1,825",C,24,2.68,0.56,2.13,6,2.97,1.01,1.96
Richaun Holmes,2019-20,SAC,Roll + Cut Big,"1,242",C,26,2.63,0.56,2.07,4.1,1.02,-0.37,1.39
Paul Millsap,2019-20,DEN,Versatile Big,"1,240",PF,34,1.65,0.56,1.09,3.3,0.42,0.14,0.27
Matt Barnes,2014-15,LAC,Stationary Shooter,"2,271",SF,34,1.49,0.56,0.93,5.8,0.22,-0.06,0.28
Eric Bledsoe,2019-20,MIL,Primary Ball Handler,"1,646",PG,30,1.37,0.56,0.82,4,2.73,1.27,1.46
Jeremy Lamb,2016-17,CHO,Secondary Ball Handler,"1,143",SG,24,0.03,0.56,-0.53,1.8,0.47,0.26,0.21
Tony Parker,2009-10,SAS,Shot Creator,"1,728",PG,27,-0.17,0.56,-0.73,2.5,0.13,0.73,-0.6
Malcolm Brogdon,2017-18,MIL,Secondary Ball Handler,"1,436",PG,25,-0.29,0.56,-0.84,1.9,-1.24,-0.05,-1.19
Omri Casspi,2010-11,SAC,Movement Shooter,"1,702",SF,22,-0.4,0.56,-0.96,2.2,-1.09,-0.51,-0.58
Al-Farouq Aminu,2014-15,DAL,Athletic Finisher,"1,366",SF,24,2.44,0.55,1.89,4.4,0.52,-0.58,1.1
Rudy Gay,2016-17,SAC,Shot Creator,"1,013",SF,30,1.96,0.55,1.41,2.9,0.83,0.48,0.35
Jonas Valanciunas,2021-22,NOP,Post Scorer,"2,240",C,29,1.96,0.55,1.41,6.3,1.34,0.61,0.73
Tiago Splitter,2011-12,SAS,Post Scorer,"1,121",C,27,0.92,0.55,0.36,2.5,1.16,0.37,0.79
Hedo Turkoglu,2010-11,ORL/PHO,Primary Ball Handler,"2,540",SF/PF,31,0.57,0.55,0.02,4.9,1.22,0.16,1.06
Goran Dragic,2018-19,MIA,Secondary Ball Handler,991,PG,32,0.51,0.55,-0.03,1.9,-0.5,0.2,-0.69
Jeremy Lin,2014-15,LAL,Slasher,"1,907",PG,26,0.35,0.55,-0.2,3.4,-0.75,0.1,-0.86
Jodie Meeks,2010-11,PHI,Stationary Shooter,"2,062",SG,23,0.24,0.55,-0.31,3.5,-0.18,0.1,-0.28
Jalen Smith,2021-22,PHO/IND,Stretch Big,924,PF,22,0.17,0.55,-0.38,1.5,0.08,0.1,-0.02
Beno Udrih,2014-15,MEM,Primary Ball Handler,"1,494",PG,32,-0.1,0.55,-0.64,2.2,-0.42,0.15,-0.58
Greivis Vasquez,2014-15,TOR,Primary Ball Handler,"1,991",PG,28,-1.26,0.55,-1.81,1.3,-0.77,0.67,-1.44
Al Harrington,2009-10,NYK,Movement Shooter,"2,195",PF,29,-1.59,0.55,-2.14,1,-0.63,0.86,-1.48
Chris Andersen,2009-10,DEN,Athletic Finisher,"1,695",PF,31,3.72,0.54,3.18,6.8,1.37,-0.95,2.32
DeAndre Jordan,2013-14,LAC,Roll + Cut Big,"2,870",C,25,3.46,0.54,2.93,11.2,3.55,0.3,3.25
Jarrett Allen,2021-22,CLE,Roll + Cut Big,"1,810",C,23,2.73,0.54,2.19,6,2.19,0.6,1.59
Anthony Davis,2012-13,NOH,Roll + Cut Big,"1,846",PF,19,1.01,0.54,0.47,4.1,2.18,0.55,1.63
Tobias Harris,2018-19,TOT,Shot Creator,"2,848",PF,26,0.19,0.54,-0.35,4.8,0.82,0.99,-0.17
John Salmons,2012-13,SAC,Secondary Ball Handler,"2,278",SF,33,-0.02,0.54,-0.56,3.5,-1.67,-0.41,-1.26
Bobby Portis,2018-19,TOT,Versatile Big,"1,298",PF,23,-0.23,0.54,-0.77,1.8,-0.38,-0.06,-0.32
Jeff Green,2017-18,CLE,Stretch Big,"1,828",PF,31,-0.53,0.54,-1.07,2.2,-0.73,0.28,-1.01
Andre Iguodala,2011-12,PHI,Secondary Ball Handler,"2,209",SF,28,2.61,0.53,2.07,7.4,3.02,1,2.02
LaMarcus Aldridge,2016-17,SAS,Post Scorer,"2,335",PF,31,1.66,0.53,1.13,6.2,1.74,0.62,1.12
Anthony Tolliver,2009-10,GSW/POR,Movement Shooter,"1,428",PF,24,0.82,0.53,0.29,3,-0.43,0.1,-0.53
Caris LeVert,2018-19,BRK,Shot Creator,"1,063",SF,24,0.42,0.53,-0.11,1.9,0.12,0.42,-0.3
Jared Dudley,2012-13,PHO,Off Screen Shooter,"2,170",SF,27,0.34,0.53,-0.19,3.9,-1.25,0.02,-1.27
Mike James,2017-18,TOT,Secondary Ball Handler,686,PG,27,0.22,0.53,-0.31,1.2,-0.44,0.18,-0.61
Manu Ginobili,2017-18,SAS,Secondary Ball Handler,"1,299",SG,40,-0.17,0.53,-0.71,1.9,-0.92,-0.54,-0.37
Mike Bibby,2010-11,ATL/MIA/WAS,Stationary Shooter,"2,284",PG,32,-0.47,0.53,-0.99,2.8,-0.71,-0.26,-0.45
Jodie Meeks,2012-13,LAL,Stationary Shooter,"1,663",SG,25,-0.53,0.53,-1.06,1.9,-0.92,0.17,-1.1
Shabazz Muhammad,2016-17,MIN,Roll + Cut Big,"1,516",SF,24,-1.64,0.53,-2.18,0.7,-2.08,0.14,-2.22
Jordan Farmar,2011-12,NJN,Secondary Ball Handler,831,PG,25,-2.7,0.53,-3.23,-0.3,-1.11,0.67,-1.78
Joakim Noah,2013-14,CHI,Roll + Cut Big,"2,820",C,28,3.26,0.52,2.74,10.6,3.19,0.22,2.97
Mason Plumlee,2016-17,TOT,Roll + Cut Big,"2,148",C,26,1.83,0.52,1.32,6,1.61,0.16,1.46
Robert Williams III,2020-21,BOS,Roll + Cut Big,985,C,23,1.55,0.52,1.03,2.5,3.08,0.58,2.5
Brandon Jennings,2010-11,MIL,Primary Ball Handler,"2,169",PG,21,1.1,0.52,0.58,5,1.05,0.55,0.5
Wilson Chandler,2012-13,DEN,Stretch Big,"1,079",PF,25,0.46,0.52,-0.05,2,-0.75,-0.03,-0.72
Avery Bradley,2015-16,BOS,Movement Shooter,"2,536",SG,25,0.27,0.52,-0.25,4.4,0.11,0.1,0
Marcus Morris Sr.,2013-14,PHO,Stationary Shooter,"1,800",SF,24,0.01,0.52,-0.51,2.8,-0.26,0.34,-0.6
Charlie Villanueva,2012-13,DET,Stretch Big,"1,092",PF,28,-0.12,0.52,-0.63,1.6,0.65,0.54,0.11
Juancho Hernangomez,2020-21,MIN,Stretch Big,900,PF,25,-0.69,0.52,-1.21,1,-1.23,-0.54,-0.69
Mike Miller,2009-10,WAS,Athletic Finisher,"1,805",SG,29,-0.78,0.52,-1.3,1.8,-0.69,-0.54,-0.15
Jerryd Bayless,2009-10,POR,Shot Creator,"1,304",SG,21,-1.43,0.52,-1.95,0.7,-0.61,0.53,-1.14
Clint Capela,2015-16,HOU,Roll + Cut Big,"1,471",C,21,2.46,0.51,1.96,4.7,0.77,-0.39,1.16
Brandan Wright,2014-15,TOT,Roll + Cut Big,"1,449",PF,27,1.54,0.51,1.03,3.8,0.96,-0.03,0.98
Blake Griffin,2020-21,DET/BRK,Versatile Big,"1,187",PF,31,1.1,0.51,0.59,2.7,0.02,0.06,-0.05
Aaron Gordon,2020-21,ORL/DEN,Stretch Big,"1,384",PF,25,0.65,0.51,0.14,2.7,-0.1,-0.34,0.24
Cody Zeller,2020-21,CHO,Roll + Cut Big,"1,005",C,28,0.6,0.51,0.09,1.9,-0.41,-0.42,0.01
Vince Carter,2015-16,MEM,Movement Shooter,"1,005",SG,39,0.07,0.51,-0.44,1.6,-0.59,-0.18,-0.4
Gordon Hayward,2018-19,BOS,Secondary Ball Handler,"1,863",PF,28,0.03,0.51,-0.48,2.9,0.32,0.31,0.01
Harrison Barnes,2020-21,SAC,Stretch Big,"2,102",PF,28,0.03,0.51,-0.48,3.3,-0.57,0.69,-1.25
CJ Miles,2016-17,IND,Off Screen Shooter,"1,776",SF,29,-0.01,0.51,-0.52,2.7,-0.52,0.34,-0.87
Nicolas Batum,2012-13,POR,Off Screen Shooter,"2,807",SF,24,-0.44,0.51,-0.95,3.5,0.48,0.69,-0.21
Doug McDermott,2019-20,IND,Off Screen Shooter,"1,372",PF,28,-0.78,0.51,-1.29,1.4,-1.31,0.26,-1.57
J.J. Barea,2012-13,MIN,Primary Ball Handler,"1,713",PG,28,-1.14,0.51,-1.66,1.3,-1.39,0.25,-1.64
Troy Daniels,2016-17,MEM,Off Screen Shooter,"1,183",SG,25,-1.32,0.51,-1.83,0.8,-1.73,0.13,-1.86
Luol Deng,2013-14,TOT,Athletic Finisher,"2,213",SF,28,1.53,0.5,1.03,5.7,0.2,0.5,-0.3
Montrezl Harrell,2020-21,LAL,Post Scorer,"1,580",C,27,1.13,0.5,0.64,3.6,1.19,0.63,0.56
AJ Price,2011-12,IND,Primary Ball Handler,568,PG,25,-0.08,0.5,-0.57,0.8,-0.56,0.64,-1.2
James Ennis III,2015-16,TOT,Athletic Finisher,329,SF,25,-0.16,0.5,-0.67,0.5,0.28,0.64,-0.36
Trey Burke,2019-20,TOT,Secondary Ball Handler,520,PG,27,-0.46,0.5,-0.96,0.6,-1.23,-0.06,-1.16
Matt Barnes,2013-14,LAC,Stationary Shooter,"1,735",SF,33,-0.49,0.5,-0.99,2.1,-0.3,-0.26,-0.04
Kevin Martin,2013-14,MIN,Shot Creator,"2,177",SG,30,-0.56,0.5,-1.07,2.5,0.36,1.12,-0.76
Arron Afflalo,2011-12,DEN,Stationary Shooter,"2,086",SG,26,-0.58,0.5,-1.08,2.4,0.52,1.3,-0.78
Brian Roberts,2012-13,NOH,Shot Creator,"1,324",PG,27,-1.1,0.5,-1.6,1,-0.89,0.7,-1.59
Alec Burks,2011-12,UTA,Athletic Finisher,939,SG,20,-1.22,0.5,-1.71,0.6,-1.76,-0.13,-1.63
Marcus Thornton,2015-16,TOT,Secondary Ball Handler,"1,108",SG,28,-1.57,0.5,-2.07,0.5,-0.95,0.59,-1.53
Hassan Whiteside,2019-20,POR,Roll + Cut Big,"2,008",C,30,3.81,0.49,3.31,8.1,2.77,0.75,2.02
Otto Porter Jr.,2016-17,WAS,Athletic Finisher,"2,605",SF,23,1.39,0.49,0.9,6.4,1.58,0.97,0.61
Josh McRoberts,2013-14,CHA,Stretch Big,"2,360",PF,26,1.37,0.49,0.88,5.9,1.26,0.16,1.1
Kawhi Leonard,2017-18,SAS,Secondary Ball Handler,210,SF,26,1.23,0.49,0.75,0.5,1.33,0.94,0.39
Paul Pierce,2014-15,WAS,Movement Shooter,"1,914",SF,37,1.21,0.49,0.71,4.6,0.95,0.67,0.27
Darren Collison,2016-17,SAC,Primary Ball Handler,"2,063",PG,29,-0.27,0.49,-0.76,2.8,-0.7,0.33,-1.03
Cartier Martin,2010-11,WAS,Stationary Shooter,542,SF,26,-0.36,0.49,-0.85,0.7,-0.88,0.04,-0.92
Gary Neal,2012-13,SAS,Secondary Ball Handler,"1,484",SG,28,-0.65,0.49,-1.14,1.6,-1.18,-0.07,-1.12
Hassan Whiteside,2018-19,MIA,Post Scorer,"1,674",C,29,3.37,0.48,2.89,6.3,2.82,0.02,2.8
Mikal Bridges,2021-22,PHO,Stationary Shooter,"2,854",SF,25,1.32,0.48,0.84,6.9,1.19,0.06,1.13
LaMarcus Aldridge,2019-20,SAS,Post Scorer,"1,754",C,34,1.07,0.48,0.59,3.9,1.09,0.8,0.3
Jonas Jerebko,2009-10,DET,Athletic Finisher,"2,232",PF,22,0.95,0.48,0.47,4.9,-0.98,-0.62,-0.36
Taj Gibson,2017-18,MIN,Post Scorer,"2,726",PF,32,0.56,0.48,0.08,5.2,-0.49,-0.32,-0.17
JR Smith,2014-15,TOT,Shot Creator,"2,079",SG,29,-0.07,0.48,-0.55,3.1,0.29,0.62,-0.33
Patrick Patterson,2012-13,HOU/SAC,Movement Shooter,"1,775",PF,23,-0.3,0.48,-0.78,2.4,-0.82,-0.38,-0.44
Rajon Rondo,2013-14,BOS,Shot Creator,998,PG,27,-0.57,0.48,-1.05,1.1,1.13,0.79,0.34
Malcolm Brogdon,2016-17,MIL,Primary Ball Handler,"1,982",SG,24,-0.68,0.48,-1.16,2.1,-0.61,0.2,-0.81
Malik Beasley,2021-22,MIN,Movement Shooter,"1,976",SG,25,-0.69,0.48,-1.17,2.2,-0.76,0.8,-1.56
Andrei Kirilenko,2009-10,UTA,Athletic Finisher,"1,681",SF,28,3.05,0.47,2.58,6,2.02,0.74,1.27
Andrew Bynum,2011-12,LAL,Post Scorer,"2,112",C,24,1.83,0.47,1.36,6,2.41,0.97,1.44
Danilo Gallinari,2009-10,NYK,Stationary Shooter,"2,747",SF,21,0.57,0.47,0.1,5.3,0,0.57,-0.56
Tobias Harris,2012-13,MIL/ORL,Athletic Finisher,"1,299",SF/PF,20,0.51,0.47,0.04,2.5,0.09,-0.14,0.23
Dario Saric,2020-21,PHO,Versatile Big,870,C,26,0.42,0.47,-0.04,1.6,-0.82,-0.18,-0.64
Matt Bonner,2010-11,SAS,Stationary Shooter,"1,432",PF,30,0.33,0.47,-0.14,2.5,-0.34,0.06,-0.4
Omri Casspi,2015-16,SAC,Stationary Shooter,"1,880",PF,27,0.3,0.47,-0.17,3.3,-0.58,-0.2,-0.39
Beno Udrih,2011-12,MIL,Secondary Ball Handler,"1,080",SG,29,0.26,0.47,-0.21,1.9,-1.18,-0.1,-1.08
Tomas Satoransky,2018-19,WAS,Primary Ball Handler,"2,164",PG,27,0.15,0.47,-0.32,3.6,-0.77,-0.02,-0.75
Marcus Thornton,2014-15,TOT,Movement Shooter,721,SG,27,-0.29,0.47,-0.76,1,-0.31,0.73,-1.04
Steve Novak,2013-14,TOR,Stationary Shooter,540,PF,30,-0.41,0.47,-0.88,0.7,-1,-0.25,-0.75
Jarrett Jack,2012-13,GSW,Shot Creator,"2,349",SG,29,-1.21,0.47,-1.68,1.7,-0.22,0.7,-0.92
O.J. Mayo,2009-10,MEM,Secondary Ball Handler,"3,113",SG,22,-1.47,0.47,-1.94,1.7,-0.79,0.42,-1.21
Gary Trent Jr.,2020-21,POR/TOR,Movement Shooter,"1,802",SG,22,-1.59,0.47,-2.06,0.9,-1.19,0.22,-1.41
Isaiah Hartenstein,2021-22,LAC,Roll + Cut Big,"1,216",C,23,2.19,0.46,1.74,3.6,1.42,-0.2,1.62
DeMarre Carroll,2014-15,ATL,Athletic Finisher,"2,189",SF,28,0.28,0.46,-0.18,3.8,1.56,0.99,0.57
